cis_safeguard_id, control                                                                                     , name                                                                                                                                                                                                                , level, category
CIS4.1          , ensure-xbox-accessory-management-service-xboxgipsvc-is-set-to-disabled                      , CIS - Ensure 'Xbox Accessory Management Service (XboxGipSvc)' is set to 'Disabled'                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-xbox-live-auth-manager-xblauthmanager-is-set-to-disabled                             , CIS - Ensure 'Xbox Live Auth Manager (XblAuthManager)' is set to 'Disabled'                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-xbox-live-game-save-xblgamesave-is-set-to-disabled                                   , CIS - Ensure 'Xbox Live Game Save (XblGameSave)' is set to 'Disabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-xbox-live-networking-service-xboxnetapisvc-is-set-to-disabled                        , CIS - Ensure 'Xbox Live Networking Service (XboxNetApiSvc)' is set to 'Disabled'                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-configure-security-policy-processing-do-not-apply-during-periodic-backgro            , CIS - Ensure 'Configure security policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'                                                                                  ,     1, configuration
CIS4.1          , ensure-configure-security-policy-processing-process-even-if-the-group-policy-obj            , CIS - Ensure 'Configure security policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'                                                                            ,     1, configuration
CIS4.1          , ensure-enable-certificate-padding-is-set-to-enabled                                         , CIS - Ensure 'Enable Certificate Padding' is set to 'Enabled'                                                                                                                                                       ,     1, configuration
CIS4.1          , ensure-automatic-data-collection-is-set-to-enabled                                          , CIS - Ensure 'Automatic Data Collection' is set to 'Enabled'                                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-enable-optional-updates-is-set-to-disabled                                           , CIS - Ensure 'Enable optional updates' is set to 'Disabled'                                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-remove-personalized-website-recommendations-from-the-recommended-section-            , CIS - Ensure 'Remove Personalized Website Recommendations from the Recommended section in the Start Menu' is set to 'Enabled'                                                                                       ,     1, configuration
CIS4.1          , ensure-post-authentication-actions-grace-period-hours-is-set-to-enabled-8-or-few            , "CIS - Ensure 'Post-authentication actions: Grace period (hours)' is set to 'Enabled: 8 or fewer hours, but not 0'"                                                                                                 ,     1, configuration
CIS4.1          , ensure-scan-packed-executables-is-set-to-enabled                                            , CIS - Ensure Scan packed executables' is set to 'Enabled'                                                                                                                                                           ,     1, configuration
CIS4.1          , ensure-enable-features-introduced-via-servicing-that-are-off-by-default-is-set-t            , CIS - Ensure 'Enable features introduced via servicing that are off by default' is set to 'Disabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-prevent-enabling-lock-screen-camera-is-set-to-enabled                                , CIS - Ensure 'Prevent enabling lock screen camera' is set to 'Enabled'                                                                                                                                              ,     1, configuration
CIS4.1          , ensure-prevent-enabling-lock-screen-slide-show-is-set-to-enabled                            , CIS - Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled'                                                                                                                                          ,     1, configuration
CIS4.1          , ensure-allow-users-to-enable-online-speech-recognition-services-is-set-to-disabl            , CIS - Ensure 'Allow users to enable online speech recognition services' is set to 'Disabled'                                                                                                                        ,     1, configuration
CIS4.1          , ensure-allow-online-tips-is-set-to-disabled                                                 , CIS - Ensure 'Allow Online Tips' is set to 'Disabled'                                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-laps-admpwd-gpo-extension-cse-is-installed                                           , CIS - Ensure LAPS AdmPwd GPO Extension / CSE is installed                                                                                                                                                           ,     1, configuration
CIS4.1          , ensure-apply-uac-restrictions-to-local-accounts-on-network-logons-is-set-to-enab            , CIS - Ensure 'Apply UAC restrictions to local accounts on network logons' is set to 'Enabled'                                                                                                                       ,     1, configuration
CIS4.1          , ensure-configure-smb-v1-client-driver-is-set-to-enabled-disable-driver-recommend            , CIS - Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)'                                                                                                                     ,     1, configuration
CIS4.1          , ensure-configure-smb-v1-server-is-set-to-disabled                                           , CIS - Ensure 'Configure SMB v1 server' is set to 'Disabled'                                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-enable-structured-exception-handling-overwrite-protection-sehop-is-set-to            , CIS - Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-netbt-nodetype-configuration-is-set-to-enabled-p-node-recommended                    , CIS - Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)'                                                                                                                               ,     1, configuration
CIS4.1          , ensure-wdigest-authentication-is-set-to-disabled                                            , CIS - Ensure 'WDigest Authentication' is set to 'Disabled'                                                                                                                                                          ,     1, configuration
CIS4.1          , ensure-mss-autoadminlogon-enable-automatic-logon-is-set-to-disabled                         , CIS - Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon' is set to 'Disabled'                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-configure-rpc-packet-level-privacy-setting-for-incoming-connections-is-se            , CIS - Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled'                                                                                                              ,     1, configuration
CIS4.1          , ensure-mss-disableipsourcerouting-ip-source-routing-protection-level-is-set-to-e-ipv6       , "CIS - Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled' (Automated)'"                                       ,     1, configuration
CIS4.1          , ensure-mss-disableipsourcerouting-ip-source-routing-protection-level-is-set-to-e-ipv4       , "CIS - Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled''"                                                   ,     1, configuration
CIS4.1          , ensure-mss-enableicmpredirect-allow-icmp-redirects-to-override-ospf-generated-ro            , CIS - Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled'                                                                                                ,     1, configuration
CIS4.1          , ensure-mss-nonamereleaseondemand-allow-the-computer-to-ignore-netbios-name-relea            , CIS - Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled'                                                                 ,     1, configuration
CIS4.1          , ensure-mss-performrouterdiscovery-allow-irdp-to-detect-and-configure-default-gat            , CIS - Ensure 'MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses' is set to 'Disabled'                                                                                      ,     1, configuration
CIS4.1          , ensure-mss-safedllsearchmode-enable-safe-dll-search-mode-is-set-to-enabled                  , CIS - Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode' is set to 'Enabled'                                                                                                                             ,     1, configuration
CIS4.1          , ensure-mss-screensavergraceperiod-the-time-in-seconds-before-the-screen-saver-gr            , CIS - Ensure 'MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires' is set to 'Enabled: 5 or fewer seconds'                                                               ,     1, configuration
CIS4.1          , ensure-mss-tcpmaxdataretransmissions-ipv6-how-many-times-unacknowledged-data-is-            , CIS - Ensure 'MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'                                                                                     ,     1, configuration
CIS4.1          , ensure-mss-tcpmaxdataretransmissions-how-many-times-unacknowledged-data-is-retra            , CIS - Ensure 'MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'                                                                                          ,     1, configuration
CIS4.1          , ensure-mss-warninglevel-percentage-threshold-for-the-security-event-log-at-which            , CIS - Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less'                                                     ,     1, configuration
CIS4.1          , ensure-turn-off-default-ipv6-dns-servers-is-set-to-enabled                                  , CIS - Ensure 'Turn off default IPv6 DNS Servers' is set to 'Enabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-turn-off-multicast-name-resolution-is-set-to-enabled                                 , CIS - Ensure 'Turn off multicast name resolution' is set to 'Enabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-enable-font-providers-is-set-to-disabled                                             , CIS - Ensure 'Enable Font Providers' is set to 'Disabled'                                                                                                                                                           ,     1, configuration
CIS4.1          , ensure-enable-authentication-rate-limiter-is-set-to-enabled                                 , CIS - Ensure 'Enable authentication rate limiter' is set to 'Enabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-enable-remote-mailslots-is-set-to-disabled                                           , CIS - Ensure 'Enable remote mailslots' is set to 'Disabled'                                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-mandate-the-minimum-version-of-smb-is-set-to-enabled-3-1-1                           , CIS - Ensure 'Mandate the minimum version of SMB' is set to 'Enabled: 3.1.1'                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-require-encryption-is-set-to-enabled                                                 , CIS - Ensure 'Require Encryption' is set to 'Enabled'                                                                                                                                                               ,     2, configuration
CIS4.1          , ensure-set-authentication-rate-limiter-delay-milliseconds-is-set-to-enabled-2000            , CIS - Ensure 'Set authentication rate limiter delay (milliseconds)' is set to 'Enabled: 2000' or more                                                                                                               ,     1, configuration
CIS4.1          , ensure-mss-keepalivetime-how-often-keep-alive-packets-are-sent-in-milliseconds-i            , "CIS - Ensure 'MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds' is set to 'Enabled: 300,000 or 5 minutes'"                                                                               ,     1, configuration
CIS4.1          , ensure-enable-insecure-guest-logons-is-set-to-disabled                                      , CIS - Ensure 'Enable insecure guest logons' is set to 'Disabled'                                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-turn-on-mapper-i-o-lltdio-driver-is-set-to-disabled                                  , CIS - Ensure 'Turn on Mapper I/O (LLTDIO) driver' is set to 'Disabled'                                                                                                                                              ,     1, configuration
CIS4.1          , ensure-turn-on-responder-rspndr-driver-is-set-to-disabled                                   , CIS - Ensure 'Turn on Responder (RSPNDR) driver' is set to 'Disabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-turn-off-microsoft-peer-to-peer-networking-services-is-set-to-enabled                , CIS - Ensure 'Turn off Microsoft Peer-to-Peer Networking Services' is set to 'Enabled'                                                                                                                              ,     1, configuration
CIS4.1          , ensure-prohibit-installation-and-configuration-of-network-bridge-on-your-dns-dom            , CIS - Ensure 'Prohibit installation and configuration of Network Bridge on your DNS domain network' is set to 'Enabled'                                                                                             ,     1, configuration
CIS4.1          , ensure-prohibit-use-of-internet-connection-sharing-on-your-dns-domain-network-is            , CIS - Ensure 'Prohibit use of Internet Connection Sharing on your DNS domain network' is set to 'Enabled'                                                                                                           ,     1, configuration
CIS4.1          , ensure-configure-windows-defender-smartscreen-is-set-to-enabled                             , CIS - Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled'                                                                                                                                           ,     1, configuration
CIS4.1          , ensure-require-domain-users-to-elevate-when-setting-a-networks-location-is-set-t            , CIS - Ensure 'Require domain users to elevate when setting a network's location' is set to 'Enabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-allow-print-spooler-to-accept-client-connections-is-set-to-disabled                  , CIS - Ensure 'Allow Print Spooler to accept client connections' is set to 'Disabled'                                                                                                                                ,     1, configuration
CIS4.1          , ensure-point-and-print-restrictions-when-installing-drivers-for-a-new-connection            , CIS - Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt'                                                                    ,     1, configuration
CIS4.1          , ensure-point-and-print-restrictions-when-updating-drivers-for-an-existing-connec            , CIS - Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt'                                                                ,     1, configuration
CIS4.1          , ensure-configure-multicast-dns-mdns-protocol-is-set-to-disabled                             , CIS - Ensure 'Configure multicast DNS (mDNS) protocol' is set to 'Disabled'                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-configure-netbios-settings-is-set-to-enabled-disable-netbios-name-resolut            , CIS - Ensure 'Configure NetBIOS settings' is set to 'Enabled: Disable NetBIOS name resolution on public networks'                                                                                                   ,     1, configuration
CIS4.1          , ensure-turn-off-notifications-network-usage-is-set-to-enabled                               , CIS - Ensure 'Turn off notifications network usage' is set to 'Enabled'                                                                                                                                             ,     1, configuration
CIS4.1          , ensure-configure-redirection-guard-is-set-to-enabled-redirection-guard-enabled              , CIS - Ensure 'Configure Redirection Guard' is set to 'Enabled: Redirection Guard Enabled'                                                                                                                           ,     1, configuration
CIS4.1          , ensure-configure-rpc-connection-settings-protocol-to-use-for-outgoing-rpc-connec            , CIS - Ensure 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' is set to 'Enabled: RPC over TCP'                                                                                    ,     1, configuration
CIS4.1          , ensure-configure-rpc-connection-settings-use-authentication-for-outgoing-rpc-con            , CIS - Ensure 'Configure RPC connection settings: Use authentication for outgoing RPC connections' is set to 'Enabled: Default'                                                                                      ,     1, configuration
CIS4.1          , ensure-configure-rpc-listener-settings-protocols-to-allow-for-incoming-rpc-conne            , CIS - Ensure 'Configure RPC listener settings: Protocols to allow for incoming RPC connections' is set to 'Enabled: RPC over TCP'                                                                                   ,     1, configuration
CIS4.1          , ensure-manage-processing-of-queue-specific-files-is-set-to-enabled-limit-queue-s            , CIS - Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue-specific files to Color profiles'                                                                                          ,     1, configuration
CIS4.1          , ensure-configure-windows-protected-print-is-set-to-enabled                                  , CIS - Ensure 'Configure Windows protected print' is set to 'Enabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-limits-print-driver-installation-to-administrators-is-set-to-enabled                 , CIS - Ensure 'Limits print driver installation to Administrators' is set to 'Enabled'                                                                                                                               ,     1, configuration
CIS4.1          , ensure-include-command-line-in-process-creation-events-is-set-to-enabled                    , CIS - Ensure 'Include command line in process creation events' is set to 'Enabled'                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-encryption-oracle-remediation-is-set-to-enabled-force-updated-clients                , CIS - Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients'                                                                                                                             ,     2, configuration
CIS4.1          , ensure-remote-host-allows-delegation-of-non-exportable-credentials-is-set-to-ena            , CIS - Ensure 'Remote host allows delegation of non-exportable credentials' is set to 'Enabled'                                                                                                                      ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-is-set-to-enabled                              , CIS - Ensure 'Turn On Virtualization Based Security' is set to 'Enabled'                                                                                                                                            ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-select-platform-security-level-is-s-general    , CIS - Ensure 'Turn On Virtualization Based Security: Select Platform Security Level' is set to 'Secure Boot' or higher                                                                                              ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-select-platform-security-level-is-s-dma        , CIS - Ensure 'Turn On Virtualization Based Security: Select Platform Security Level' is set to 'Secure Boot and DMA Protection'                                                                                     ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-virtualization-based-protection-of-            , CIS - Ensure 'Turn On Virtualization Based Security: Virtualization Based Protection of Code Integrity' is set to 'Enabled with UEFI lock'                                                                          ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-require-uefi-memory-attributes-tabl            , CIS - Ensure 'Turn On Virtualization Based Security: Require UEFI Memory Attributes Table' is set to 'True (checked)'                                                                                               ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-credential-guard-configuration-is-s            , CIS - Ensure 'Turn On Virtualization Based Security: Credential Guard Configuration' is set to 'Enabled with UEFI lock'                                                                                             ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-secure-launch-configuration-is-set-            , CIS - Ensure 'Turn On Virtualization Based Security: Secure Launch Configuration' is set to 'Enabled'                                                                                                               ,     1, configuration
CIS4.1          , ensure-turn-on-virtualization-based-security-kernel-mode-hardware-enforced-stack            , CIS - Ensure 'Turn On Virtualization Based Security: Kernel-mode Hardware-enforced Stack Protection' is set to 'Enabled: Enabled in enforcement mode'                                                               ,     1, configuration
CIS4.1          , ensure-prevent-installation-of-devices-using-drivers-that-match-these-device-set-base       , CIS - Ensure 'Prevent installation of devices using drivers that match these device setup classes' is set to 'Enabled'                                                                                              ,     1, configuration
CIS4.1          , ensure-prevent-installation-of-devices-using-drivers-that-match-these-device-set-guidlist   , CIS - Ensure 'Prevent installation of devices using drivers that match these device setup classes: Prevent installation of devices using drivers for these device setup' is set to 'IEEE 1394 device setup classes' ,     1, configuration
CIS4.1          , ensure-prevent-installation-of-devices-using-drivers-that-match-these-device-set-retroactive, CIS - Ensure 'Prevent installation of devices using drivers that match these device setup classes: Also apply to matching devices that are already installed.' is set to 'True' (checked)                           ,     1, configuration
CIS4.1          , ensure-prevent-device-metadata-retrieval-from-the-internet-is-set-to-enabled                , CIS - Ensure 'Prevent device metadata retrieval from the Internet' is set to 'Enabled'                                                                                                                              ,     1, configuration
CIS4.1          , ensure-boot-start-driver-initialization-policy-is-set-to-enabled-good-unknown-an            , "CIS - Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical' (Automated)"                                                                                        ,     1, configuration
CIS4.1          , ensure-configure-registry-policy-processing-do-not-apply-during-periodic-backgro            , CIS - Ensure 'Configure registry policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'                                                                                  ,     1, configuration
CIS4.1          , ensure-configure-registry-policy-processing-process-even-if-the-group-policy-obj            , CIS - Ensure 'Configure registry policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'                                                                            ,     1, configuration
CIS4.1          , ensure-continue-experiences-on-this-device-is-set-to-disabled                               , CIS - Ensure 'Continue experiences on this device' is set to 'Disabled'                                                                                                                                             ,     1, configuration
CIS4.1          , ensure-turn-off-background-refresh-of-group-policy-is-set-to-disabled                       , CIS - Ensure 'Turn off background refresh of Group Policy' is set to 'Disabled'                                                                                                                                     ,     1, configuration
CIS4.1          , ensure-turn-off-access-to-the-store-is-set-to-enabled                                       , CIS - Ensure 'Turn off access to the Store' is set to 'Enabled'                                                                                                                                                     ,     1, configuration
CIS4.1          , ensure-turn-off-downloading-of-print-drivers-over-http-is-set-to-enabled                    , CIS - Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled'                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-turn-off-handwriting-personalization-data-sharing-is-set-to-enabled                  , CIS - Ensure 'Turn off handwriting personalization data sharing' is set to 'Enabled'                                                                                                                                ,     1, configuration
CIS4.1          , ensure-turn-off-handwriting-recognition-error-reporting-is-set-to-enabled                   , CIS - Ensure 'Turn off handwriting recognition error reporting' is set to 'Enabled'                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-turn-off-internet-connection-wizard-if-url-connection-is-referring-to-mic            , CIS - Ensure 'Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com' is set to 'Enabled'                                                                                              ,     1, configuration
CIS4.1          , ensure-turn-off-internet-download-for-web-publishing-and-online-ordering-wizards            , CIS - Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled'                                                                                                        ,     1, configuration
CIS4.1          , ensure-turn-off-printing-over-http-is-set-to-enabled                                        , CIS - Ensure 'Turn off printing over HTTP' is set to 'Enabled'                                                                                                                                                      ,     1, configuration
CIS4.1          , ensure-turn-off-registration-if-url-connection-is-referring-to-microsoft-com-is-            , CIS - Ensure 'Turn off Registration if URL connection is referring to Microsoft.com' is set to 'Enabled'                                                                                                            ,     1, configuration
CIS4.1          , ensure-turn-off-search-companion-content-file-updates-is-set-to-enabled                     , CIS - Ensure 'Turn off Search Companion content file updates' is set to 'Enabled'                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-turn-off-the-order-prints-picture-task-is-set-to-enabled                             , "CIS - Ensure 'Turn off the ""Order Prints"" picture task' is set to 'Enabled'"                                                                                                                                     ,     1, configuration
CIS4.1          , ensure-turn-off-the-publish-to-web-task-for-files-and-folders-is-set-to-enabled             , "CIS - Ensure 'Turn off the ""Publish to Web"" task for files and folders' is set to 'Enabled'"                                                                                                                     ,     1, configuration
CIS4.1          , ensure-turn-off-the-windows-messenger-customer-experience-improvement-program-is            , CIS - Ensure 'Turn off the Windows Messenger Customer Experience Improvement Program' is set to 'Enabled'                                                                                                           ,     1, configuration
CIS4.1          , ensure-turn-off-windows-customer-experience-improvement-program-is-set-to-enable            , CIS - Ensure 'Turn off Windows Customer Experience Improvement Program' is set to 'Enabled'                                                                                                                         ,     1, configuration
CIS4.1          , ensure-turn-off-windows-error-reporting-is-set-to-enabled                                   , CIS - Ensure 'Turn off Windows Error Reporting' is set to 'Enabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-enumeration-policy-for-external-devices-incompatible-with-kernel-dma-prot            , CIS - Ensure 'Enumeration policy for external devices incompatible with Kernel DMA Protection' is set to 'Enabled: Block All'                                                                                       ,     1, configuration
CIS4.1          , ensure-disallow-copying-of-user-input-methods-to-the-system-account-for-sign-in-            , CIS - Ensure 'Disallow copying of user input methods to the system account for sign-in' is set to 'Enabled' (Automated)                                                                                             ,     1, configuration
CIS4.1          , ensure-block-user-from-showing-account-details-on-sign-in-is-set-to-enabled                 , CIS - Ensure 'Block user from showing account details on sign-in' is set to 'Enabled'                                                                                                                               ,     1, configuration
CIS4.1          , ensure-do-not-display-network-selection-ui-is-set-to-enabled                                , CIS - Ensure 'Do not display network selection UI' is set to 'Enabled'                                                                                                                                              ,     1, configuration
CIS4.1          , ensure-do-not-enumerate-connected-users-on-domain-joined-computers-is-set-to-ena            , CIS - Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'                                                                                                                      ,     1, configuration
CIS4.1          , ensure-enumerate-local-users-on-domain-joined-computers-is-set-to-disabled                  , CIS - Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled'                                                                                                                                ,     1, configuration
CIS4.1          , ensure-turn-off-app-notifications-on-the-lock-screen-is-set-to-enabled                      , CIS - Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled'                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-turn-on-convenience-pin-sign-in-is-set-to-disabled                                   , CIS - Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-block-netbios-based-discovery-for-domain-controller-location-is-set-to-en            , CIS - Ensure 'Block NetBIOS-based discovery for domain controller location' is set to 'Enabled'                                                                                                                     ,     1, configuration
CIS4.1          , ensure-allow-clipboard-synchronization-across-devices-is-set-to-disabled                    , CIS - Ensure 'Allow Clipboard synchronization across devices' is set to 'Disabled'                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-allow-upload-of-user-activities-is-set-to-disabled                                   , CIS - Ensure 'Allow upload of User Activities' is set to 'Disabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-allow-network-connectivity-during-connected-standby-on-battery-is-set-to-            , CIS - Ensure 'Allow network connectivity during connected-standby (on battery)' is set to 'Disabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-allow-network-connectivity-during-connected-standby-plugged-in-is-set-to-            , CIS - Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-allow-standby-states-s1-s3-when-sleeping-on-battery-is-set-to-disabled               , CIS - Ensure 'Allow standby states (S1-S3) when sleeping (on battery)' is set to 'Disabled'                                                                                                                         ,     1, configuration
CIS4.1          , ensure-allow-standby-states-s1-s3-when-sleeping-plugged-in-is-set-to-disabled               , CIS - Ensure 'Allow standby states (S1-S3) when sleeping (plugged in)' is set to 'Disabled'                                                                                                                         ,     1, configuration
CIS4.1          , ensure-configure-offer-remote-assistance-is-set-to-disabled                                 , CIS - Ensure 'Configure Offer Remote Assistance' is set to 'Disabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-configure-solicited-remote-assistance-is-set-to-disabled                             , CIS - Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'                                                                                                                                           ,     1, configuration
CIS4.1          , ensure-enable-rpc-endpoint-mapper-client-authentication-is-set-to-enabled                   , CIS - Ensure 'Enable RPC Endpoint Mapper Client Authentication' is set to 'Enabled'                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-restrict-unauthenticated-rpc-clients-is-set-to-enabled-authenticated                 , CIS - Ensure 'Restrict Unauthenticated RPC clients' is set to 'Enabled: Authenticated'                                                                                                                              ,     1, configuration
CIS4.1          , ensure-microsoft-support-diagnostic-tool-turn-on-msdt-interactive-communication-            , CIS - Ensure 'Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider' is set to 'Disabled'                                                                                 ,     1, configuration
CIS4.1          , ensure-enable-disable-perftrack-is-set-to-disabled                                          , CIS - Ensure 'Enable/Disable PerfTrack' is set to 'Disabled'                                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-turn-off-the-advertising-id-is-set-to-enabled                                        , CIS - Ensure 'Turn off the advertising ID' is set to 'Enabled'                                                                                                                                                      ,     1, configuration
CIS4.1          , ensure-enable-windows-ntp-client-is-set-to-enabled                                          , CIS - Ensure 'Enable Windows NTP Client' is set to 'Enabled'                                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-enable-windows-ntp-server-is-set-to-disabled                                         , CIS - Ensure 'Enable Windows NTP Server' is set to 'Disabled'                                                                                                                                                       ,     1, configuration
CIS4.1          , ensure-configure-the-behavior-of-the-sudo-command-is-set-to-enabled-disabled                , CIS - Ensure 'Configure the behavior of the sudo command' is set to 'Enabled: Disabled'                                                                                                                             ,     1, configuration
CIS4.1          , ensure-turn-off-api-sampling-is-set-to-enabled                                              , CIS - Ensure 'Turn off API Sampling' is set to 'Enabled'                                                                                                                                                            ,     1, configuration
CIS4.1          , ensure-turn-off-application-footprint-is-set-to-enabled                                     , CIS - Ensure 'Turn off Application Footprint' is set to 'Enabled'                                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-turn-off-install-tracing-is-set-to-enabled                                           , CIS - Ensure 'Turn off Install Tracing' is set to 'Enabled'                                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-allow-a-windows-app-to-share-application-data-between-users-is-set-to-dis            , CIS - Ensure 'Allow a Windows app to share application data between users' is set to 'Disabled'                                                                                                                     ,     1, configuration
CIS4.1          , ensure-not-allow-per-user-unsigned-packages-to-install-by-default-requires-expli            , CIS - Ensure 'Not allow per-user unsigned packages to install by default (requires explicitly allow per install)' is set to 'Enabled'                                                                               ,     1, configuration
